club,clubLabel,venue,venueLabel,coordinates,continentLabel,country,countryLabel,capacity
http://www.wikidata.org/entity/Q291716,Íþróttabandalag Vestmannaeyja,http://www.wikidata.org/entity/Q2779785,Hásteinsvöllur,Point(-20.28795 63.439414),Europe,http://www.wikidata.org/entity/Q189,Iceland,3540.0
http://www.wikidata.org/entity/Q55638294,ÍBV women's football,http://www.wikidata.org/entity/Q2779785,Hásteinsvöllur,Point(-20.28795 63.439414),Europe,http://www.wikidata.org/entity/Q189,Iceland,3540.0
http://www.wikidata.org/entity/Q1388806,FK Baník Sokolov,http://www.wikidata.org/entity/Q7596300,Stadion FK Baník Sokolov,Point(12.6567 50.171),Europe,http://www.wikidata.org/entity/Q213,Czech Republic,5000.0
http://www.wikidata.org/entity/Q1138206,FC Graffin Vlašim,http://www.wikidata.org/entity/Q7596311,Stadion Kollárova ulice,Point(14.8915 49.702603),Europe,http://www.wikidata.org/entity/Q213,Czech Republic,6000.0
http://www.wikidata.org/entity/Q5423724,F.C. Sozopol,http://www.wikidata.org/entity/Q20036684,Arena Sozopol,Point(27.696944 42.413611),Europe,http://www.wikidata.org/entity/Q219,Bulgaria,3500.0
http://www.wikidata.org/entity/Q3400306,FK Osogovo,http://www.wikidata.org/entity/Q7596322,Stadion Nikola Mantov,Point(22.406394 41.908356),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,5000.0
http://www.wikidata.org/entity/Q26363,FK Radnik Bijeljina,http://www.wikidata.org/entity/Q5591984,Bijeljina City Stadium,Point(19.225 44.75444444),Europe,http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,6000.0
http://www.wikidata.org/entity/Q18125728,FK Krupa,http://www.wikidata.org/entity/Q25346113,Gradski Stadion,Point(17.15 42.6833),Europe,http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,3500.0
http://www.wikidata.org/entity/Q3646660,FC Mertskhali Ozurgeti,http://www.wikidata.org/entity/Q16372227,Megobroba Stadium,Point(42.013333333 41.923888888),Europe,http://www.wikidata.org/entity/Q230,Georgia,3500.0
http://www.wikidata.org/entity/Q1388826,FK Bokelj,http://www.wikidata.org/entity/Q7596328,Stadion Pod Vrmcem,Point(18.764979 42.420295),Europe,http://www.wikidata.org/entity/Q236,Montenegro,5000.0
http://www.wikidata.org/entity/Q521202,FK Mornar,http://www.wikidata.org/entity/Q7596340,Stadion Topolica,Point(19.09 42.104444),Europe,http://www.wikidata.org/entity/Q236,Montenegro,6000.0
http://www.wikidata.org/entity/Q5426406,FK Sloga Bar,http://www.wikidata.org/entity/Q7596340,Stadion Topolica,Point(19.09 42.104444),Europe,http://www.wikidata.org/entity/Q236,Montenegro,6000.0
http://www.wikidata.org/entity/Q597537,FK Kom,http://www.wikidata.org/entity/Q7596347,Stadion Zlatica,Point(19.2951 42.4651),Europe,http://www.wikidata.org/entity/Q236,Montenegro,3500.0
http://www.wikidata.org/entity/Q953621,FK Bežanija,http://www.wikidata.org/entity/Q7596301,Stadion FK Bežanija,Point(20.373892 44.808144),Europe,http://www.wikidata.org/entity/Q403,Serbia,5000.0
http://www.wikidata.org/entity/Q2315163,R. Léopold Uccle Forestoise,http://www.wikidata.org/entity/Q3495585,Fallonstadium,Point(4.4451 50.8424),Europe,http://www.wikidata.org/entity/Q31,Belgium,2400.0
http://www.wikidata.org/entity/Q1024476,CS Pétange,http://www.wikidata.org/entity/Q7596144,"Stade Municipal, Pétange",Point(5.856486111 49.557211111),Europe,http://www.wikidata.org/entity/Q32,Luxembourg,2400.0
http://www.wikidata.org/entity/Q20054860,Union Titus Pétange,http://www.wikidata.org/entity/Q7596144,"Stade Municipal, Pétange",Point(5.856486111 49.557211111),Europe,http://www.wikidata.org/entity/Q32,Luxembourg,2400.0
http://www.wikidata.org/entity/Q1633948,Tampereen Pallo-Veikot,http://www.wikidata.org/entity/Q5493026,Tammela Stadion,Point(23.785278 61.500278),Europe,http://www.wikidata.org/entity/Q33,Finland,3100.0
http://www.wikidata.org/entity/Q2608062,Ilves,http://www.wikidata.org/entity/Q5493026,Tammela Stadion,Point(23.785278 61.500278),Europe,http://www.wikidata.org/entity/Q33,Finland,3100.0
http://www.wikidata.org/entity/Q920294,FK Tauras Tauragė,http://www.wikidata.org/entity/Q15630705,Vytautas Stadium,Point(22.2794 55.2615),Europe,http://www.wikidata.org/entity/Q37,Lithuania,3200.0
http://www.wikidata.org/entity/Q669109,FC La Chaux-de-Fonds,http://www.wikidata.org/entity/Q283171,Centre Sportif de la Charrière,Point(6.836111 47.111389),Europe,http://www.wikidata.org/entity/Q39,Switzerland,2500.0
http://www.wikidata.org/entity/Q690045,FC Le Mont,http://www.wikidata.org/entity/Q995122,Stade Sous-Ville,Point(6.525 46.78833333),Europe,http://www.wikidata.org/entity/Q39,Switzerland,2500.0
http://www.wikidata.org/entity/Q690496,FC Baulmes,http://www.wikidata.org/entity/Q995122,Stade Sous-Ville,Point(6.525 46.78833333),Europe,http://www.wikidata.org/entity/Q39,Switzerland,2500.0
http://www.wikidata.org/entity/Q1386869,F.C. Arouca,http://www.wikidata.org/entity/Q1370706,Estádio Municipal de Arouca,Point(-8.24861111 40.92833333),Europe,http://www.wikidata.org/entity/Q45,Portugal,2500.0
http://www.wikidata.org/entity/Q2868243,A.D. Machico,http://www.wikidata.org/entity/Q3059096,Machico Municipal Stadium,Point(-16.7738 32.7289),Europe,http://www.wikidata.org/entity/Q45,Portugal,3300.0
http://www.wikidata.org/entity/Q1256652,Gondomar S.C.,http://www.wikidata.org/entity/Q3059098,Estádio de São Miguel,Point(-8.54175833 41.13595556),Europe,http://www.wikidata.org/entity/Q45,Portugal,2450.0
http://www.wikidata.org/entity/Q290884,A.D. Ovarense,http://www.wikidata.org/entity/Q65166860,Estádio Marques da Silva,Point(-8.626183 40.698219),Europe,http://www.wikidata.org/entity/Q45,Portugal,3200.0
http://www.wikidata.org/entity/Q18665,Albion Sports A.F.C.,http://www.wikidata.org/entity/Q618950,Horsfall Stadium,Point(-1.776203 53.758856),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3500.0
http://www.wikidata.org/entity/Q896965,Bradford (Park Avenue) A.F.C.,http://www.wikidata.org/entity/Q618950,Horsfall Stadium,Point(-1.776203 53.758856),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3500.0
http://www.wikidata.org/entity/Q9185917,Lossiemouth F.C.,http://www.wikidata.org/entity/Q5596391,Grant Park,Point(-3.28549 57.7137),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3250.0
http://www.wikidata.org/entity/Q11164212,Wick Academy F.C.,http://www.wikidata.org/entity/Q5659665,Harmsworth Park,Point(-3.092778 58.4325),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2412.0
http://www.wikidata.org/entity/Q473136,Montrose F.C.,http://www.wikidata.org/entity/Q6554410,Links Park,Point(-2.45908 56.7139),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3292.0
http://www.wikidata.org/entity/Q1377801,Alloa Athletic F.C.,http://www.wikidata.org/entity/Q7303049,Recreation Park,Point(-3.77864 56.1166),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3100.0
http://www.wikidata.org/entity/Q17512334,Broomhill Sports Club Glasgow F.C.,http://www.wikidata.org/entity/Q7303049,Recreation Park,Point(-3.77864 56.1166),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3100.0
http://www.wikidata.org/entity/Q48797983,Carnarvon Ironopolis F.C.,http://www.wikidata.org/entity/Q7755723,The Oval,Point(-4.2675 53.134722),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3000.0
http://www.wikidata.org/entity/Q5212847,Eastbourne Town F.C.,http://www.wikidata.org/entity/Q7762016,The Saffrons,Point(0.275033 50.766075),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3000.0
http://www.wikidata.org/entity/Q6406554,Kilbirnie Ladeside F.C.,http://www.wikidata.org/entity/Q7910612,Valefield Park,Point(-4.682778 55.745278),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3000.0
http://www.wikidata.org/entity/Q1082980,Institute F.C.,http://www.wikidata.org/entity/Q8045949,YMCA Grounds,Point(-7.278392 54.976122),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3110.0
http://www.wikidata.org/entity/Q28232992,Derry City Ladies F.C.,http://www.wikidata.org/entity/Q8045949,YMCA Grounds,Point(-7.278392 54.976122),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3110.0
http://www.wikidata.org/entity/Q18296,Kendal Town F.C.,http://www.wikidata.org/entity/Q11335509,Pye Motors Stadium,Point(-2.73652222 54.3204),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2400.0
http://www.wikidata.org/entity/Q7860511,Tynecastle F.C.,http://www.wikidata.org/entity/Q16548582,Meggetland Sports Complex,Point(-3.23437 55.9282),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3000.0
http://www.wikidata.org/entity/Q481479,SV Norden-Nordwest,http://www.wikidata.org/entity/Q1376096,NNW-Platz,Point(13.3927 52.5511),Europe,http://www.wikidata.org/entity/Q183,Germany,2500.0
http://www.wikidata.org/entity/Q566183,TSV Buchbach,http://www.wikidata.org/entity/Q1758537,Q1758537,Point(12.2759 48.3149),Europe,http://www.wikidata.org/entity/Q183,Germany,2500.0
http://www.wikidata.org/entity/Q821096,SC Eltersdorf,http://www.wikidata.org/entity/Q2312370,Sportanlage Langenau,Point(10.9947 49.5557),Europe,http://www.wikidata.org/entity/Q183,Germany,2500.0
http://www.wikidata.org/entity/Q995028,FC Granit Mikashevichi,http://www.wikidata.org/entity/Q19692601,Polesye Stadium,Point(26.80492 52.2474),Europe,http://www.wikidata.org/entity/Q184,Belarus,3090.0
http://www.wikidata.org/entity/Q11624718,FC Isloch Minsk Raion,http://www.wikidata.org/entity/Q20165460,FC Minsk Stadium,Point(27.57861111 53.86166667),Europe,http://www.wikidata.org/entity/Q184,Belarus,3000.0
http://www.wikidata.org/entity/Q24317,Rakvere JK Tarvas,http://www.wikidata.org/entity/Q618514,Rakvere linnastaadion,Point(26.380833 59.359444),Europe,http://www.wikidata.org/entity/Q191,Estonia,2500.0
http://www.wikidata.org/entity/Q2022651,FC Illichivets-2 Mariupol,http://www.wikidata.org/entity/Q2041782,Zakhidnyi Stadium,Point(37.515278 47.120278),Europe,http://www.wikidata.org/entity/Q212,Ukraine,3206.0
http://www.wikidata.org/entity/Q2464401,FC Krymteplytsia Molodizhne,http://www.wikidata.org/entity/Q4206440,KT Sport Arena,Point(34.0608 45.0136),Europe,http://www.wikidata.org/entity/Q212,Ukraine,3250.0
http://www.wikidata.org/entity/Q12630865,FK Mladost Doboj Kakanj,http://www.wikidata.org/entity/Q25346116,Stadion Mladost Kakanj,Point(18.11693 44.10967),Europe,http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,3000.0
http://www.wikidata.org/entity/Q651198,FK BSK Borča,http://www.wikidata.org/entity/Q3440735,Vizelj park,Point(20.444283 44.876358),Europe,http://www.wikidata.org/entity/Q403,Serbia,2500.0
http://www.wikidata.org/entity/Q1789328,Randaberg IL,http://www.wikidata.org/entity/Q7291454,Randaberg Stadion,Point(5.619538 59.0068),Europe,http://www.wikidata.org/entity/Q20,Norway,3000.0
http://www.wikidata.org/entity/Q744758,Kazincbarcikai SC,http://www.wikidata.org/entity/Q7171826,Pete András Stadion,Point(20.610278 48.243889),Europe,http://www.wikidata.org/entity/Q28,Hungary,3000.0
http://www.wikidata.org/entity/Q786146,Vecsési FC,http://www.wikidata.org/entity/Q7596295,Stadion Dózsa György út,Point(19.252778 47.404444),Europe,http://www.wikidata.org/entity/Q28,Hungary,3000.0
http://www.wikidata.org/entity/Q2200566,R. Dolhain F.C.,http://www.wikidata.org/entity/Q7596130,Stade Lambert Fourir,Point(5.946389 50.608889),Europe,http://www.wikidata.org/entity/Q31,Belgium,3000.0
http://www.wikidata.org/entity/Q7021335,NB Bornholm,http://www.wikidata.org/entity/Q7021341,Nexø Stadion,Point(15.1192 55.0688),Europe,http://www.wikidata.org/entity/Q35,Denmark,3000.0
http://www.wikidata.org/entity/Q280727,Bala Town F.C.,http://www.wikidata.org/entity/Q6729285,Maes Tegid,Point(-3.601389 52.912222),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3000.0
http://www.wikidata.org/entity/Q856468,Carmarthen Town A.F.C.,http://www.wikidata.org/entity/Q7330933,Richmond Park,Point(-4.302218 51.859936),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3000.0
http://www.wikidata.org/entity/Q16413106,Kohtla-Järve JK Järve,http://www.wikidata.org/entity/Q6426155,Kohtla-Järve Spordikeskuse staadion,Point(27.258936 59.397786),Europe,http://www.wikidata.org/entity/Q191,Estonia,2200.0
http://www.wikidata.org/entity/Q220928,FK Ústí nad Labem,http://www.wikidata.org/entity/Q6950932,Městský stadion,Point(14.016387 50.675745),Europe,http://www.wikidata.org/entity/Q213,Czech Republic,3000.0
http://www.wikidata.org/entity/Q5426486,FK Řezuz Děčín,http://www.wikidata.org/entity/Q7596302,Stadion FK Řezuz Děčín,Point(14.222472 50.773847),Europe,http://www.wikidata.org/entity/Q213,Czech Republic,3000.0
http://www.wikidata.org/entity/Q16249523,NŠ Drava Ptuj,http://www.wikidata.org/entity/Q3967844,Ptuj City Stadium,Point(15.87558611 46.416825),Europe,http://www.wikidata.org/entity/Q215,Slovenia,2200.0
http://www.wikidata.org/entity/Q1453424,NK GOŠK Dubrovnik,http://www.wikidata.org/entity/Q7596317,Stadion Lapad,Point(18.078611 42.654722),Europe,http://www.wikidata.org/entity/Q224,Croatia,3000.0
http://www.wikidata.org/entity/Q3507425,HNK Dubrovnik 1919,http://www.wikidata.org/entity/Q7596317,Stadion Lapad,Point(18.078611 42.654722),Europe,http://www.wikidata.org/entity/Q224,Croatia,3000.0
http://www.wikidata.org/entity/Q16833860,HNK Dubrovnik,http://www.wikidata.org/entity/Q7596317,Stadion Lapad,Point(18.078611 42.654722),Europe,http://www.wikidata.org/entity/Q224,Croatia,3000.0
http://www.wikidata.org/entity/Q7017105,Newbridge Town F.C.,http://www.wikidata.org/entity/Q7604289,Station Road,Point(-6.810678 53.185078),Europe,http://www.wikidata.org/entity/Q27,Republic of Ireland,2500.0
http://www.wikidata.org/entity/Q1539341,Union Royale Namur,http://www.wikidata.org/entity/Q3495943,Stade communal de Namur,Point(4.860833 50.464167),Europe,http://www.wikidata.org/entity/Q31,Belgium,3500.0
http://www.wikidata.org/entity/Q2836394,Q2836394,http://www.wikidata.org/entity/Q3495943,Stade communal de Namur,Point(4.860833 50.464167),Europe,http://www.wikidata.org/entity/Q31,Belgium,3500.0
http://www.wikidata.org/entity/Q7863009,U.S.D. Calcio Delta Porto Tolle,http://www.wikidata.org/entity/Q3967790,Stadio Francesco Gabrielli,Point(11.80529 45.07498),Europe,http://www.wikidata.org/entity/Q38,Italy,3500.0
http://www.wikidata.org/entity/Q5470003,Formartine United F.C.,http://www.wikidata.org/entity/Q7055974,North Lodge Park,Point(-2.196111 57.338056),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2500.0
http://www.wikidata.org/entity/Q319756,Aberystwyth Town F.C.,http://www.wikidata.org/entity/Q7137610,Park Avenue,Point(-4.08074 52.4104),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2500.0
http://www.wikidata.org/entity/Q1442313,George Town SC,http://www.wikidata.org/entity/Q7667985,T.E. McField Sports Centre,Point(-81.3767 19.2987),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2500.0
http://www.wikidata.org/entity/Q2366694,Sunset FC,http://www.wikidata.org/entity/Q7667985,T.E. McField Sports Centre,Point(-81.3767 19.2987),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2500.0
http://www.wikidata.org/entity/Q5055338,Cayman Athletic SC,http://www.wikidata.org/entity/Q7667985,T.E. McField Sports Centre,Point(-81.3767 19.2987),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2500.0
http://www.wikidata.org/entity/Q5361945,Elite SC,http://www.wikidata.org/entity/Q7667985,T.E. McField Sports Centre,Point(-81.3767 19.2987),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2500.0
http://www.wikidata.org/entity/Q7056757,North Side SC,http://www.wikidata.org/entity/Q7667985,T.E. McField Sports Centre,Point(-81.3767 19.2987),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,2500.0
http://www.wikidata.org/entity/Q28225797,Tindastóll men's football,http://www.wikidata.org/entity/Q7427650,Sauðárkróksvöllur,Point(-19.645743 65.745122),Europe,http://www.wikidata.org/entity/Q189,Iceland,2500.0
http://www.wikidata.org/entity/Q2034162,FC Hirnyk-Sport Horishni Plavni,http://www.wikidata.org/entity/Q8061301,Yunist Stadium,Point(33.6481 49.0042),Europe,http://www.wikidata.org/entity/Q212,Ukraine,2500.0
http://www.wikidata.org/entity/Q750434,FC Kryvbas Kryvyi Rih,http://www.wikidata.org/entity/Q12157157,Zhovtneva Mine Stadium,Point(33.435833333 47.993611111),Europe,http://www.wikidata.org/entity/Q212,Ukraine,2500.0
http://www.wikidata.org/entity/Q3038689,FK Pardubice,http://www.wikidata.org/entity/Q7206593,Pod Vinicí,Point(15.781801 50.029661),Europe,http://www.wikidata.org/entity/Q213,Czech Republic,2500.0
http://www.wikidata.org/entity/Q5426073,FK Bodva Moldava nad Bodvou,http://www.wikidata.org/entity/Q7605712,Steel Slovakia aréna,Point(21.0017 48.6038),Europe,http://www.wikidata.org/entity/Q214,Slovakia,2500.0
http://www.wikidata.org/entity/Q526794,FC Sportist Svoge,http://www.wikidata.org/entity/Q3658742,Chavdar Tsvetkov Stadium,Point(23.35 42.962222),Europe,http://www.wikidata.org/entity/Q219,Bulgaria,3500.0
http://www.wikidata.org/entity/Q528485,FK Ohrid,http://www.wikidata.org/entity/Q7392799,SRC Biljanini Izvori,Point(20.812333 41.105104),Europe,http://www.wikidata.org/entity/Q221,North Macedonia,2500.0
http://www.wikidata.org/entity/Q291719,ÍF Fuglafjørður,http://www.wikidata.org/entity/Q5507283,Fuglafjørdur Stadium,Point(-6.814399 62.245018),Europe,http://www.wikidata.org/entity/Q4628,Faroe Islands,3000.0
http://www.wikidata.org/entity/Q216857,NSÍ Runavík,http://www.wikidata.org/entity/Q7379625,Runavík Stadium,Point(-6.723333 62.105833),Europe,http://www.wikidata.org/entity/Q4628,Faroe Islands,2000.0
http://www.wikidata.org/entity/Q723457,KÍ Klaksvík,http://www.wikidata.org/entity/Q10904309,Djúpumýra Stadium,Point(-6.579201 62.225246),Europe,http://www.wikidata.org/entity/Q4628,Faroe Islands,3000.0
http://www.wikidata.org/entity/Q5213308,Tooting & Mitcham United F.C.,http://www.wikidata.org/entity/Q619043,Imperial Fields,Point(-0.172381 51.393231),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3500.0
http://www.wikidata.org/entity/Q42291426,Tooting Bec F.C.,http://www.wikidata.org/entity/Q619043,Imperial Fields,Point(-0.172381 51.393231),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3500.0
http://www.wikidata.org/entity/Q6906503,Montrose Roselea F.C.,http://www.wikidata.org/entity/Q6554410,Links Park,Point(-2.45908 56.7139),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3292.0
http://www.wikidata.org/entity/Q6417384,Newport (IOW) F.C.,http://www.wikidata.org/entity/Q16595036,St Georges Park (Newport),Point(-1.28638 50.6942),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3200.0
http://www.wikidata.org/entity/Q5426356,FK Radnik Surdulica,http://www.wikidata.org/entity/Q25346100,Surdulica City Stadium,Point(22.1666 42.6833),Europe,http://www.wikidata.org/entity/Q403,Serbia,3312.0
http://www.wikidata.org/entity/Q7909496,Vale Recreation F.C.,http://www.wikidata.org/entity/Q7727601,The Corbet Field,Point(-2.546 49.485),Europe,http://www.wikidata.org/entity/Q25230,Guernsey,3000.0
http://www.wikidata.org/entity/Q244874,Sligo Rovers F.C.,http://www.wikidata.org/entity/Q1771479,The Showgrounds,Point(-8.487233 54.270042),Europe,http://www.wikidata.org/entity/Q27,Republic of Ireland,4500.0
http://www.wikidata.org/entity/Q837238,CD Alcoyano,http://www.wikidata.org/entity/Q1029895,Estadio El Collao,Point(-0.490258 38.690978),Europe,http://www.wikidata.org/entity/Q29,Spain,4425.0
http://www.wikidata.org/entity/Q48856105,CF Motril,http://www.wikidata.org/entity/Q3330212,Estadio Escribano Castilla,Point(-3.51277778 36.75444167),Europe,http://www.wikidata.org/entity/Q29,Spain,4500.0
http://www.wikidata.org/entity/Q579901,Sestao River Club,http://www.wikidata.org/entity/Q3391679,Las Llanas Municipal Stadium,Point(-3.00972 43.3106),Europe,http://www.wikidata.org/entity/Q29,Spain,4367.0
http://www.wikidata.org/entity/Q3323820,SD San Pedro,http://www.wikidata.org/entity/Q3391679,Las Llanas Municipal Stadium,Point(-3.00972 43.3106),Europe,http://www.wikidata.org/entity/Q29,Spain,4367.0
http://www.wikidata.org/entity/Q643014,CD Colonia Moscardó,http://www.wikidata.org/entity/Q15221160,Estadio Román Valero,Point(-3.705211111 40.388491666),Europe,http://www.wikidata.org/entity/Q29,Spain,5000.0
http://www.wikidata.org/entity/Q595690,Palamós CF,http://www.wikidata.org/entity/Q17322452,Estadi Palamós Costa Brava,Point(3.12138 41.853484),Europe,http://www.wikidata.org/entity/Q29,Spain,3724.0
http://www.wikidata.org/entity/Q2504228,UE Costa Brava,http://www.wikidata.org/entity/Q17322452,Estadi Palamós Costa Brava,Point(3.12138 41.853484),Europe,http://www.wikidata.org/entity/Q29,Spain,3724.0
http://www.wikidata.org/entity/Q767875,Hoogstraten VV,http://www.wikidata.org/entity/Q16062543,Q16062543,Point(4.74964 51.3985),Europe,http://www.wikidata.org/entity/Q31,Belgium,5000.0
http://www.wikidata.org/entity/Q726266,Vaasan Palloseura,http://www.wikidata.org/entity/Q1759119,Hietalahti Stadium,Point(21.627778 63.085278),Europe,http://www.wikidata.org/entity/Q33,Finland,6009.0
http://www.wikidata.org/entity/Q29053182,Väsby IK FK,http://www.wikidata.org/entity/Q7931225,Vilundavallen,Point(17.9217 59.5172),Europe,http://www.wikidata.org/entity/Q34,Sweden,3600.0
http://www.wikidata.org/entity/Q4014613,S.S.D. Casarano Calcio,http://www.wikidata.org/entity/Q946062,Stadio Giuseppe Capozza,Point(18.1555 40.0146),Europe,http://www.wikidata.org/entity/Q38,Italy,6200.0
http://www.wikidata.org/entity/Q56385481,Real Giulianova,http://www.wikidata.org/entity/Q1131480,Stadio Rubens Fadini,Point(13.954722 42.749167),Europe,http://www.wikidata.org/entity/Q38,Italy,4347.0
http://www.wikidata.org/entity/Q2247329,F.B. Brindisi 1912,http://www.wikidata.org/entity/Q3967794,Stadio Franco Fanuzzi,Point(17.93813 40.64903),Europe,http://www.wikidata.org/entity/Q38,Italy,6200.0
http://www.wikidata.org/entity/Q699746,TSV Hartberg,http://www.wikidata.org/entity/Q1232645,Stadion Hartberg,Point(15.9772 47.281),Europe,http://www.wikidata.org/entity/Q40,Austria,4500.0
http://www.wikidata.org/entity/Q420755,Akratitos F.C.,http://www.wikidata.org/entity/Q16904102,Yiannis Pathiakakis Stadium,Point(23.6883 38.0845),Europe,http://www.wikidata.org/entity/Q41,Greece,5000.0
http://www.wikidata.org/entity/Q19584,Crawley Town F.C.,http://www.wikidata.org/entity/Q609115,The Peoples Pension Stadium,Point(-0.194767 51.099706),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,6134.0
http://www.wikidata.org/entity/Q4384231,Arsenal F.C. Reserves,http://www.wikidata.org/entity/Q614415,Underhill Stadium,Point(-0.191733 51.646158),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,6023.0
http://www.wikidata.org/entity/Q518259,Berwick Rangers F.C.,http://www.wikidata.org/entity/Q619055,Shielfield Park,Point(-2.01583 55.76),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,4500.0
http://www.wikidata.org/entity/Q18525,Southport F.C.,http://www.wikidata.org/entity/Q619177,Haig Avenue,Point(-2.978856 53.638089),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,6008.0
http://www.wikidata.org/entity/Q48938,Dagenham & Redbridge F.C.,http://www.wikidata.org/entity/Q1121922,Victoria Road,Point(0.159867 51.5478),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,6078.0
http://www.wikidata.org/entity/Q282126,Stirling Albion F.C.,http://www.wikidata.org/entity/Q1438969,Forthbank Stadium,Point(-3.91176 56.1188),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3808.0
http://www.wikidata.org/entity/Q7617583,Stirling University F.C.,http://www.wikidata.org/entity/Q1438969,Forthbank Stadium,Point(-3.91176 56.1188),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3808.0
http://www.wikidata.org/entity/Q498473,Hamilton Academical F.C.,http://www.wikidata.org/entity/Q1982570,New Douglas Park,Point(-4.0585 55.7822),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,6078.0
http://www.wikidata.org/entity/Q18660,Altrincham F.C.,http://www.wikidata.org/entity/Q2440403,Moss Lane,Point(-2.335158 53.383436),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,6085.0
http://www.wikidata.org/entity/Q168660,Portadown F.C.,http://www.wikidata.org/entity/Q3481323,Shamrock Park,Point(-6.457778 54.413056),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3940.0
http://www.wikidata.org/entity/Q904186,Brechin City F.C.,http://www.wikidata.org/entity/Q5567444,Glebe Park,Point(-2.65639 56.7353),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3960.0
http://www.wikidata.org/entity/Q18316,Farsley Celtic F.C.,http://www.wikidata.org/entity/Q7798379,The Citadel,Point(-1.664214 53.809711),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3900.0
http://www.wikidata.org/entity/Q1140392,Stenhousemuir F.C.,http://www.wikidata.org/entity/Q11993037,Ochilview Park,Point(-3.81465833 56.02824444),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,3746.0
http://www.wikidata.org/entity/Q4132020,Guiseley A.F.C.,http://www.wikidata.org/entity/Q21061466,Nethermoor Park,Point(-1.71943057 53.87717819),Europe,http://www.wikidata.org/entity/Q145,United Kingdom,4200.0
http://www.wikidata.org/entity/Q665964,FSV Oggersheim,http://www.wikidata.org/entity/Q638379,Südweststadion,Point(8.441389 49.468333),Europe,http://www.wikidata.org/entity/Q183,Germany,6100.0
http://www.wikidata.org/entity/Q797022,BSV Schwarz-Weiß Rehden,http://www.wikidata.org/entity/Q2312784,Q2312784,Point(8.48314 52.6163),Europe,http://www.wikidata.org/entity/Q183,Germany,4350.0
http://www.wikidata.org/entity/Q845146,NK Interblock,http://www.wikidata.org/entity/Q394535,ŽŠD Ljubljana Stadium,Point(14.499624 46.069658),Europe,http://www.wikidata.org/entity/Q215,Slovenia,3986.0
http://www.wikidata.org/entity/Q2311895,FC Ljubljana,http://www.wikidata.org/entity/Q394535,ŽŠD Ljubljana Stadium,Point(14.499624 46.069658),Europe,http://www.wikidata.org/entity/Q215,Slovenia,3986.0
http://www.wikidata.org/entity/Q6957751,NK Ljubljana,http://www.wikidata.org/entity/Q394535,ŽŠD Ljubljana Stadium,Point(14.499624 46.069658),Europe,http://www.wikidata.org/entity/Q215,Slovenia,3986.0
http://www.wikidata.org/entity/Q6954548,NK Mura,http://www.wikidata.org/entity/Q3545094,Fazanerija City Stadium,Point(16.1575 46.668611),Europe,http://www.wikidata.org/entity/Q215,Slovenia,3782.0
http://www.wikidata.org/entity/Q14428120,ŠD NŠ Mura 05,http://www.wikidata.org/entity/Q3545094,Fazanerija City Stadium,Point(16.1575 46.668611),Europe,http://www.wikidata.org/entity/Q215,Slovenia,3782.0
